# W=1280 H=720
x,y
761.027,119.130
763.950,119.215
766.887,119.365
769.835,119.575
772.790,119.801
775.741,120.050
778.690,120.324
781.644,120.615
784.594,120.949
787.552,121.280
790.510,121.627
793.470,121.994
796.408,122.350
799.340,122.721
802.279,123.108
805.204,123.527
808.123,123.963
811.033,124.443
813.945,124.927
816.857,125.411
819.771,125.898
822.696,126.415
825.620,126.934
828.539,127.466
831.448,128.020
834.415,128.827
837.381,129.636
840.342,130.459
843.300,131.309
846.256,132.176
849.196,133.079
852.109,133.961
855.027,134.864
857.929,135.762
860.826,136.649
863.714,137.543
866.532,138.352
869.240,139.049
871.834,139.637
874.323,140.102
876.647,140.226
878.864,140.231
880.973,140.117
882.972,139.891
884.866,139.540
886.649,139.077
888.329,138.488
889.897,137.788
891.361,136.961
892.714,136.023
893.957,134.974
895.089,133.815
896.116,132.528
897.033,131.131
897.743,129.663
898.262,128.169
898.538,126.411
898.619,124.634
898.510,122.827
898.212,120.989
897.722,119.122
897.045,117.219
896.176,115.289
895.113,113.337
893.869,111.374
892.434,109.407
890.807,107.432
889.052,105.526
887.211,103.716
885.288,101.999
883.280,100.377
881.235,99.092
879.105,97.901
876.889,96.805
874.588,95.804
872.202,94.897
869.731,94.086
867.175,93.368
864.533,92.746
861.806,92.218
858.993,91.785
856.096,91.447
853.113,91.203
850.045,91.054
846.875,90.968
843.716,90.935
840.557,90.903
837.398,90.871
834.238,90.839
831.079,90.806
827.920,90.774
824.761,90.742
821.602,90.710
818.442,90.677
815.283,90.645
812.124,90.613
808.965,90.581
805.806,90.548
802.646,90.516
799.487,90.484
796.328,90.452
793.169,90.419
790.010,90.387
786.850,90.355
783.691,90.323
780.532,90.290
777.373,90.258
774.214,90.226
771.054,90.194
767.895,90.161
764.736,90.129
761.577,90.097
758.418,90.065
755.226,90.000
751.986,89.887
748.763,89.806
745.539,89.726
742.315,89.645
739.091,89.565
735.868,89.484
732.644,89.403
729.420,89.323
726.197,89.242
722.973,89.161
719.749,89.081
716.525,89.000
713.302,88.919
710.078,88.839
706.854,88.758
703.566,88.645
700.278,88.532
696.990,88.419
693.701,88.306
690.413,88.194
687.125,88.081
683.837,87.968
680.548,87.855
677.260,87.742
673.891,87.613
670.522,87.484
667.154,87.355
663.785,87.226
660.416,87.097
657.047,86.968
653.694,86.871
650.390,86.823
647.085,86.774
643.781,86.726
640.477,86.677
637.172,86.629
633.787,86.597
630.402,86.565
627.017,86.532
623.632,86.500
620.247,86.468
616.862,86.435
613.477,86.403
610.092,86.371
606.707,86.339
603.258,86.339
599.873,86.371
596.488,86.403
593.103,86.435
589.718,86.468
586.333,86.500
582.948,86.532
579.563,86.565
576.178,86.597
572.793,86.629
569.488,86.677
566.184,86.726
562.880,86.774
558.769,87.419
554.658,88.065
550.547,88.710
546.453,89.355
542.358,90.000
537.683,90.984
532.975,91.984
527.800,93.194
522.624,94.403
517.530,95.597
512.435,96.790
507.340,97.984
502.181,99.210
497.022,100.435
491.863,101.661
486.703,102.887
481.544,104.113
476.385,105.339
471.290,106.532
466.196,107.726
461.101,108.919
456.006,110.113
450.912,111.306
445.817,112.500
439.787,114.274
433.660,116.097
427.533,117.919
421.406,119.742
415.279,121.565
409.152,123.387
403.025,125.210
397.705,126.435
392.174,127.790
386.644,129.145
380.921,130.613
373.568,132.726
366.796,134.500
360.056,136.258
353.784,137.806
347.512,139.355
341.078,140.952
334.645,142.548
328.211,144.145
321.794,145.726
315.377,147.306
308.960,148.887
302.542,150.468
296.125,152.048
289.708,153.629
283.291,155.210
276.873,156.790
270.456,158.371
264.039,159.952
257.557,161.565
251.075,163.177
245.529,164.210
240.079,165.194
234.630,166.177
229.308,167.252
224.093,168.425
219.031,169.669
214.151,170.963
209.444,172.327
205.086,173.649
200.828,175.071
196.827,176.465
194.500,177.293
192.256,178.214
190.053,179.211
187.878,180.276
185.716,181.373
183.729,182.421
181.754,183.440
